Algorithm,FS Method,Balancing Method,Normalized,class,accuracy,precision,recall,f1-score,support
Decision Tree mean,Pearson Coeff,Not balanced,Not Normalized,0,1.0,1.0,1.0,1.0
Decision Tree mean,Pearson Coeff,Not balanced,Not Normalized,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Random Over Sampler,Standardization,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Random Over Sampler,Standardization,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Random Over Sampler,MinMax Scaler,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Random Over Sampler,MinMax Scaler,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Random Over Sampler,Not Normalized,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Random Over Sampler,Not Normalized,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Random Under Sampler,Standardization,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Random Under Sampler,Standardization,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Random Under Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Random Under Sampler,MinMax Scaler,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Random Under Sampler,MinMax Scaler,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Random Under Sampler,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Random Under Sampler,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Random Under Sampler,Not Normalized,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Random Under Sampler,Not Normalized,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Not balanced,Standardization,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Not balanced,Standardization,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Not balanced,Standardization,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Not balanced,Standardization,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Not balanced,MinMax Scaler,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Not balanced,MinMax Scaler,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Not balanced,MinMax Scaler,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Not balanced,MinMax Scaler,1,1.0,1.0,1.0,1.0
Decision Tree 1,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,5
Decision Tree 1,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 2,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,5
Decision Tree 2,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 3,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 3,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 4,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 4,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree 5,Information Gain,Not balanced,Not Normalized,0,,1.0,1.0,1.0,4
Decision Tree 5,Information Gain,Not balanced,Not Normalized,1,,1.0,1.0,1.0,26
Decision Tree mean,Information Gain,Not balanced,Not Normalized,0,1.0,1.0,1.0,1.0
Decision Tree mean,Information Gain,Not balanced,Not Normalized,1,1.0,1.0,1.0,1.0
Decision Tree 1,Fisher Score,Random Over Sampler,Standardization,0,,0.0,0.0,0.0,5
Decision Tree 1,Fisher Score,Random Over Sampler,Standardization,1,,0.7916666666666666,0.7307692307692307,0.76,26
Decision Tree 2,Fisher Score,Random Over Sampler,Standardization,0,,1.0,0.2,0.33333333333333337,5
Decision Tree 2,Fisher Score,Random Over Sampler,Standardization,1,,0.8666666666666667,1.0,0.9285714285714286,26
Decision Tree 3,Fisher Score,Random Over Sampler,Standardization,0,,0.0,0.0,0.0,4
Decision Tree 3,Fisher Score,Random Over Sampler,Standardization,1,,0.8518518518518519,0.8846153846153846,0.8679245283018868,26
Decision Tree 4,Fisher Score,Random Over Sampler,Standardization,0,,0.25,0.25,0.25,4
Decision Tree 4,Fisher Score,Random Over Sampler,Standardization,1,,0.8846153846153846,0.8846153846153846,0.8846153846153846,26
Decision Tree 5,Fisher Score,Random Over Sampler,Standardization,0,,0.2,0.5,0.28571428571428575,4
Decision Tree 5,Fisher Score,Random Over Sampler,Standardization,1,,0.9,0.6923076923076923,0.7826086956521738,26
Decision Tree mean,Fisher Score,Random Over Sampler,Standardization,0,0.7434408602150537,0.29,0.19,0.1738095238095238
Decision Tree mean,Fisher Score,Random Over Sampler,Standardization,1,0.7434408602150537,0.858960113960114,0.8384615384615385,0.8447440074281747
Decision Tree 1,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.0,0.0,0.0,5
Decision Tree 1,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.7916666666666666,0.7307692307692307,0.76,26
Decision Tree 2,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.6666666666666666,0.4,0.5,5
Decision Tree 2,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8928571428571429,0.9615384615384616,0.9259259259259259,26
Decision Tree 3,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.25,0.25,0.25,4
Decision Tree 3,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.8846153846153846,0.8846153846153846,0.8846153846153846,26
Decision Tree 4,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.2,0.25,0.22222222222222224,4
Decision Tree 4,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.88,0.8461538461538461,0.8627450980392156,26
Decision Tree 5,Fisher Score,Random Over Sampler,MinMax Scaler,0,,0.2222222222222222,0.5,0.30769230769230765,4
Decision Tree 5,Fisher Score,Random Over Sampler,MinMax Scaler,1,,0.9047619047619048,0.7307692307692307,0.8085106382978723,26
Decision Tree mean,Fisher Score,Random Over Sampler,MinMax Scaler,0,0.7501075268817206,0.2677777777777778,0.27999999999999997,0.25598290598290596
Decision Tree mean,Fisher Score,Random Over Sampler,MinMax Scaler,1,0.7501075268817206,0.8707802197802199,0.8307692307692307,0.8483594093756797
Decision Tree 1,Fisher Score,Random Over Sampler,Not Normalized,0,,0.0,0.0,0.0,5
Decision Tree 1,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8,0.7692307692307693,0.7843137254901961,26
Decision Tree 2,Fisher Score,Random Over Sampler,Not Normalized,0,,0.5,0.2,0.28571428571428575,5
Decision Tree 2,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Decision Tree 3,Fisher Score,Random Over Sampler,Not Normalized,0,,0.0,0.0,0.0,4
Decision Tree 3,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8518518518518519,0.8846153846153846,0.8679245283018868,26
Decision Tree 4,Fisher Score,Random Over Sampler,Not Normalized,0,,0.25,0.25,0.25,4
Decision Tree 4,Fisher Score,Random Over Sampler,Not Normalized,1,,0.8846153846153846,0.8846153846153846,0.8846153846153846,26
Decision Tree 5,Fisher Score,Random Over Sampler,Not Normalized,0,,0.2222222222222222,0.5,0.30769230769230765,4
Decision Tree 5,Fisher Score,Random Over Sampler,Not Normalized,1,,0.9047619047619048,0.7307692307692307,0.8085106382978723,26
Decision Tree mean,Fisher Score,Random Over Sampler,Not Normalized,0,0.7501075268817206,0.19444444444444445,0.19,0.1686813186813187
Decision Tree mean,Fisher Score,Random Over Sampler,Not Normalized,1,0.7501075268817206,0.8606596213492764,0.8461538461538461,0.8508910371592497
Decision Tree 1,Fisher Score,Random Under Sampler,Standardization,0,,0.14285714285714285,0.2,0.16666666666666666,5
Decision Tree 1,Fisher Score,Random Under Sampler,Standardization,1,,0.8333333333333334,0.7692307692307693,0.8,26
Decision Tree 2,Fisher Score,Random Under Sampler,Standardization,0,,0.18181818181818182,0.4,0.25000000000000006,5
Decision Tree 2,Fisher Score,Random Under Sampler,Standardization,1,,0.85,0.6538461538461539,0.7391304347826088,26
Decision Tree 3,Fisher Score,Random Under Sampler,Standardization,0,,0.2,0.5,0.28571428571428575,4
Decision Tree 3,Fisher Score,Random Under Sampler,Standardization,1,,0.9,0.6923076923076923,0.7826086956521738,26
Decision Tree 4,Fisher Score,Random Under Sampler,Standardization,0,,0.21052631578947367,1.0,0.34782608695652173,4
Decision Tree 4,Fisher Score,Random Under Sampler,Standardization,1,,1.0,0.4230769230769231,0.5945945945945945,26
Decision Tree 5,Fisher Score,Random Under Sampler,Standardization,0,,0.2857142857142857,1.0,0.4444444444444445,4
Decision Tree 5,Fisher Score,Random Under Sampler,Standardization,1,,1.0,0.6153846153846154,0.761904761904762,26
Decision Tree mean,Fisher Score,Random Under Sampler,Standardization,0,0.624731182795699,0.20418318523581683,0.62,0.2989302967563837
Decision Tree mean,Fisher Score,Random Under Sampler,Standardization,1,0.624731182795699,0.9166666666666667,0.6307692307692307,0.7356476973868278
Decision Tree 1,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.14285714285714285,0.2,0.16666666666666666,5
Decision Tree 1,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.8333333333333334,0.7692307692307693,0.8,26
Decision Tree 2,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.18181818181818182,0.4,0.25000000000000006,5
Decision Tree 2,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.85,0.6538461538461539,0.7391304347826088,26
Decision Tree 3,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.18181818181818182,0.5,0.26666666666666666,4
Decision Tree 3,Fisher Score,Random Under Sampler,MinMax Scaler,1,,0.8947368421052632,0.6538461538461539,0.7555555555555555,26
Decision Tree 4,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.25,1.0,0.4,4
Decision Tree 4,Fisher Score,Random Under Sampler,MinMax Scaler,1,,1.0,0.5384615384615384,0.7000000000000001,26
Decision Tree 5,Fisher Score,Random Under Sampler,MinMax Scaler,0,,0.36363636363636365,1.0,0.5333333333333333,4
Decision Tree 5,Fisher Score,Random Under Sampler,MinMax Scaler,1,,1.0,0.7307692307692307,0.8444444444444443,26
Decision Tree mean,Fisher Score,Random Under Sampler,MinMax Scaler,0,0.6580645161290322,0.22402597402597407,0.62,0.32333333333333336
Decision Tree mean,Fisher Score,Random Under Sampler,MinMax Scaler,1,0.6580645161290322,0.9156140350877193,0.6692307692307693,0.7678260869565218
Decision Tree 1,Fisher Score,Random Under Sampler,Not Normalized,0,,0.0,0.0,0.0,5
Decision Tree 1,Fisher Score,Random Under Sampler,Not Normalized,1,,0.7916666666666666,0.7307692307692307,0.76,26
Decision Tree 2,Fisher Score,Random Under Sampler,Not Normalized,0,,0.18181818181818182,0.4,0.25000000000000006,5
Decision Tree 2,Fisher Score,Random Under Sampler,Not Normalized,1,,0.85,0.6538461538461539,0.7391304347826088,26
Decision Tree 3,Fisher Score,Random Under Sampler,Not Normalized,0,,0.13333333333333333,0.5,0.2105263157894737,4
Decision Tree 3,Fisher Score,Random Under Sampler,Not Normalized,1,,0.8666666666666667,0.5,0.6341463414634146,26
Decision Tree 4,Fisher Score,Random Under Sampler,Not Normalized,0,,0.21052631578947367,1.0,0.34782608695652173,4
Decision Tree 4,Fisher Score,Random Under Sampler,Not Normalized,1,,1.0,0.4230769230769231,0.5945945945945945,26
Decision Tree 5,Fisher Score,Random Under Sampler,Not Normalized,0,,0.2857142857142857,1.0,0.4444444444444445,4
Decision Tree 5,Fisher Score,Random Under Sampler,Not Normalized,1,,1.0,0.6153846153846154,0.761904761904762,26
Decision Tree mean,Fisher Score,Random Under Sampler,Not Normalized,0,0.5784946236559139,0.1622784233310549,0.58,0.250559369438088
Decision Tree mean,Fisher Score,Random Under Sampler,Not Normalized,1,0.5784946236559139,0.9016666666666666,0.5846153846153845,0.697955226549076
Decision Tree 1,Fisher Score,Not balanced,Standardization,0,,0.1111111111111111,0.2,0.14285714285714285,5
Decision Tree 1,Fisher Score,Not balanced,Standardization,1,,0.8181818181818182,0.6923076923076923,0.7500000000000001,26
Decision Tree 2,Fisher Score,Not balanced,Standardization,0,,0.0,0.0,0.0,5
Decision Tree 2,Fisher Score,Not balanced,Standardization,1,,0.8275862068965517,0.9230769230769231,0.8727272727272727,26
Decision Tree 3,Fisher Score,Not balanced,Standardization,0,,0.0,0.0,0.0,4
Decision Tree 3,Fisher Score,Not balanced,Standardization,1,,0.8518518518518519,0.8846153846153846,0.8679245283018868,26
Decision Tree 4,Fisher Score,Not balanced,Standardization,0,,0.5,0.5,0.5,4
Decision Tree 4,Fisher Score,Not balanced,Standardization,1,,0.9230769230769231,0.9230769230769231,0.9230769230769231,26
Decision Tree 5,Fisher Score,Not balanced,Standardization,0,,0.125,0.25,0.16666666666666666,4
Decision Tree 5,Fisher Score,Not balanced,Standardization,1,,0.8636363636363636,0.7307692307692307,0.7916666666666666,26
Decision Tree mean,Fisher Score,Not balanced,Standardization,0,0.7374193548387097,0.14722222222222223,0.19,0.16190476190476188
Decision Tree mean,Fisher Score,Not balanced,Standardization,1,0.7374193548387097,0.8568666327287018,0.8307692307692308,0.8410790781545499
Decision Tree 1,Fisher Score,Not balanced,MinMax Scaler,0,,0.0,0.0,0.0,5
Decision Tree 1,Fisher Score,Not balanced,MinMax Scaler,1,,0.7916666666666666,0.7307692307692307,0.76,26
Decision Tree 2,Fisher Score,Not balanced,MinMax Scaler,0,,0.5,0.2,0.28571428571428575,5
Decision Tree 2,Fisher Score,Not balanced,MinMax Scaler,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Decision Tree 3,Fisher Score,Not balanced,MinMax Scaler,0,,0.0,0.0,0.0,4
Decision Tree 3,Fisher Score,Not balanced,MinMax Scaler,1,,0.8461538461538461,0.8461538461538461,0.8461538461538461,26
Decision Tree 4,Fisher Score,Not balanced,MinMax Scaler,0,,0.4,0.5,0.4444444444444445,4
Decision Tree 4,Fisher Score,Not balanced,MinMax Scaler,1,,0.92,0.8846153846153846,0.9019607843137256,26
Decision Tree 5,Fisher Score,Not balanced,MinMax Scaler,0,,0.14285714285714285,0.25,0.18181818181818182,4
Decision Tree 5,Fisher Score,Not balanced,MinMax Scaler,1,,0.8695652173913043,0.7692307692307693,0.8163265306122449,26
Decision Tree mean,Fisher Score,Not balanced,MinMax Scaler,0,0.7436559139784947,0.20857142857142857,0.19,0.18239538239538242
Decision Tree mean,Fisher Score,Not balanced,MinMax Scaler,1,0.7436559139784947,0.8578909391458117,0.8384615384615385,0.8467064140341451
Decision Tree 1,Fisher Score,Not balanced,Not Normalized,0,,0.125,0.2,0.15384615384615385,5
Decision Tree 1,Fisher Score,Not balanced,Not Normalized,1,,0.8260869565217391,0.7307692307692307,0.7755102040816326,26
Decision Tree 2,Fisher Score,Not balanced,Not Normalized,0,,0.5,0.2,0.28571428571428575,5
Decision Tree 2,Fisher Score,Not balanced,Not Normalized,1,,0.8620689655172413,0.9615384615384616,0.9090909090909091,26
Decision Tree 3,Fisher Score,Not balanced,Not Normalized,0,,0.0,0.0,0.0,4
Decision Tree 3,Fisher Score,Not balanced,Not Normalized,1,,0.8571428571428571,0.9230769230769231,0.888888888888889,26
Decision Tree 4,Fisher Score,Not balanced,Not Normalized,0,,0.5,0.5,0.5,4
Decision Tree 4,Fisher Score,Not balanced,Not Normalized,1,,0.9230769230769231,0.9230769230769231,0.9230769230769231,26
Decision Tree 5,Fisher Score,Not balanced,Not Normalized,0,,0.1,0.25,0.14285714285714288,4
Decision Tree 5,Fisher Score,Not balanced,Not Normalized,1,,0.85,0.6538461538461539,0.7391304347826088,26
Decision Tree mean,Fisher Score,Not balanced,Not Normalized,0,0.7501075268817206,0.24500000000000002,0.22999999999999998,0.21648351648351646
Decision Tree mean,Fisher Score,Not balanced,Not Normalized,1,0.7501075268817206,0.863675140451752,0.8384615384615385,0.8471394719841925
XGBoost 1,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Random Over Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Random Over Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Random Over Sampler,Standardization,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Random Over Sampler,Standardization,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Random Over Sampler,MinMax Scaler,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Random Over Sampler,MinMax Scaler,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Random Over Sampler,Not Normalized,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Random Over Sampler,Not Normalized,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Random Over Sampler,Not Normalized,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Random Over Sampler,Not Normalized,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 1,Pearson Coeff,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 2,Pearson Coeff,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,5
XGBoost 2,Pearson Coeff,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 3,Pearson Coeff,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 3,Pearson Coeff,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 4,Pearson Coeff,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 4,Pearson Coeff,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost 5,Pearson Coeff,Random Under Sampler,Standardization,0,,1.0,1.0,1.0,4
XGBoost 5,Pearson Coeff,Random Under Sampler,Standardization,1,,1.0,1.0,1.0,26
XGBoost mean,Pearson Coeff,Random Under Sampler,Standardization,0,1.0,1.0,1.0,1.0
XGBoost mean,Pearson Coeff,Random Under Sampler,Standardization,1,1.0,1.0,1.0,1.0
XGBoost 1,Pearson Coeff,Random Under Sampler,MinMax Scaler,0,,1.0,1.0,1.0,5
